51_,Flood,,,
1,Zona de inundación,1,1,Correcta
2,marejada,4,2,Casi Correcta
3,inundacion,1,3,Dudosa
4,PELIGRO DE INUNDACIÓN,1,4,Incorrecta
5,inundación,1,5,Significado Opuesto
6,inundanción,1,6,Sin Respuesta
7,Casa a la orilla de la playa,4,,
8,Refugio flotante,5,,
9,INUNDACION,1,,
10,Tsunami,4,,
11,INUNDACION,1,,
12,inundación,1,,
13,casa con peligro de inundacion,1,,
14,agua o inudacion,1,,
15,agua,3,,
16,Inundación,1,,
17,Zona de Inudacion,1,,
18,,6,,
19,inundanción,1,,
20,Rocas de antofagasta ,4,,
21,tsunami,4,,
22,inundación,1,,
23,Inundación,1,,
24,barcasa?,4,,
25,Inundación,1,,
26,Tzunami,4,,
27,casa flotante,5,,
28,"granero, casa flotante, bodega, rio cruzando",5,,
29,ZONA DE INUNDACIÓN,1,,
30,área costera,3,,
31,Almacén/Bodega Coster@,5,,
32,zona costera,3,,
33,Maremoto   ,4,,
34, casa inundada,1,,
35,casa flotante,5,,
36,Costa,3,,
37,casa mare,3,,
38,inundación ,1,,
39,vivienda en barranco ,4,,
40,construcciones en el agua o inundables,1,,
41,inundación,1,,
42,inundacion,1,,
43,mar desbordado hacia las calles,2,,
44,inundación,1,,
45,inundación,1,,
46,inundación,1,,
47,flood,1,,
48,refugio,5,,
49,Inundación ,1,,
50,Inundación,1,,
51,"casa bajo el agua, o esta subiendo",1,,
52,casa inundada,1,,
53,Inundación,1,,
54,Agua,2,,
55,inundación,1,,
56,marea alta,2,,
57,inundacion,1,,
58,inundacion,1,,
59,alerta de tsunami,4,,
60,terremoto?,4,,
61,area de un hundicion,1,,
62,maritimo,3,,
63,zona de inundación,1,,
64,inundación ,1,,
65,maritimo,3,,
66,Zona de mareas altas,2,,
67,Zona inundada,1,,
68,house near ocean,3,,
69,Inundación,1,,
70,Inundación,1,,
71,sismo,4,,
72,,6,,
73,,6,,
74,Inundación,1,,
75,Aumento nivel agua,1,,
76,Inundación,1,,
77,Zona marítima,3,,
78,Inundación,1,,
79,Inundación,1,,
80,Inundación de casas,1,,
81,Refugio de tsunami,4,,
82,Zona de tsunami,4,,
83,Casa frente al mar,3,,
84,Inundación,1,,
85,Casa inundada,1,,
86,Casa cerca del mar,3,,
87,Aumento de nivel de aguas,1,,
88,Inundación,1,,
89,ZOna inundada,1,,
90,Inundación,1,,
91,peligro de inundación,1,,
92,Inundación,1,,
93,Inundaciones,1,,
94,flood,1,,
95,inundación,1,,
96,casa borde costero,13,,
97,Inundación,1,,
98,carpa segura,5,,
99,Rising water against a building,2,,
100, Inundación,1,,
101,flood,1,,
102,Flooding,1,,
103,refugio sobre agua,5,,
104,inundación,1,,
105,inundacion,1,,
106,Inundación,1,,
107,Lugar no seguro de tsunami,3,,
108,zona de inundación,1,,
109,inundación,1,,
110,Inundación,1,,
111,tsunami,4,,
112,CASA FLOTANTE,5,,
113,Inundación ,1,,
114,Inundación,1,,
115,flood,1,,
116,Inundación,1,,
117,"Inundacion, sin embargo desde mi perspectiva no es claro",1,,
118,flood,1,,
119,inundación,1,,
120,Peligro de inundación,1,,
121, inundación,1,,
122,Inundación,1,,
123,inundación,1,,
124,Edificación cercana al mar,3,,
125,Inundación,1,,
126,zona inundable,1,,
127,Flooding House,1,,
128,Flood,1,,
129,Flood,1,,
130,Inundacion,1,,
131,Alerta Inundación,1,,
132,Inundación,1,,
133,Inundación,1,,
134, Riesgo de inundación ,1,,
135,Inundación,1,,
136,,6,,
137,,6,,
138,Inundación,1,,
139,INUNDACION,1,,
140,inundacion,1,,
141,inundación,1,,
142,casa en el mar  ,4,,
143,inundación,1,,
144,inundación ,1,,
145,a house by a river,3,,
146,casa en el mar ,3,,
147,inundación,1,,
148,casa de chiloe,4,,
149,casa inundándose ,1,,
150,alerta de inundacón,1,,
151,Inundaciòn ,1,,
152,Casa sobre el nivel del mar,3,,
153,tsunammi,4,,
154,marea alta,3,,
155,casa en el mar,3,,
156,mareajadas,3,,
157,,6,,
158,Zona de inundación,1,,
159,inundaciòn,1,,
160,,6,,
161,,6,,
162,,6,,
163,Peligro de Tsunami,4,,
164,inundación,1,,
165,inundacion,1,,
166,una casa y el mar,3,,
167,ANEGACÍON,1,,
168,inundación ,1,,
169,Inundación,1,,
170,casa inundada,1,,
171,,,,
172,,,,
173,,,,
174,,,,
